neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2,6,1.31162,103.88994,0,50.0,90,0,2137,1.04,1,365
2,15,1.2798,103.84095,0,81.0,15,0,2137,1.04,2,0
2,15,1.2784799999999998,103.84168000000001,0,81.0,15,0,2137,1.04,2,0
2,23,1.28959,103.84565,2,228.0,3,2,27,0.1,2,355
2,23,1.29026,103.83874,2,199.0,90,3,364,0.21,1,0
2,19,1.3088600000000001,103.86137,0,36.0,28,0,2137,1.04,59,320
2,10,1.2798100000000001,103.78604,0,65.0,15,2,149,0.2,32,280
2,4,1.28549,103.80991999999999,0,50.0,3,0,2137,1.04,2,363
2,9,1.30116,103.8497,2,150.0,5,8,53,0.43,203,260
2,24,1.30061,103.84133,2,260.0,6,1,551,0.05,6,177
4,8,1.34027,103.70559,0,72.0,2,3,454,0.19,2,0
2,10,1.30085,103.80067,0,301.0,25,0,2137,1.04,76,364
2,6,1.31124,103.88693,0,181.0,3,34,1,1.84,14,52
2,37,1.2499200000000001,103.82441,2,333.0,25,0,2137,1.04,6,362
2,6,1.31456,103.88620999999999,2,94.0,10,5,137,0.37,84,65
2,10,1.2809700000000002,103.78728000000001,0,150.0,5,2,413,0.13,32,361
2,15,1.28391,103.84379,2,150.0,90,0,2137,1.04,1,365
2,10,1.29207,103.76904,1,25.0,1,18,10,1.14,8,156
2,20,1.31972,103.84568,0,81.0,30,26,11,1.51,2,313
4,29,1.38408,103.74598,0,50.0,8,20,97,1.08,2,301
2,15,1.27998,103.84744,2,314.0,30,0,2137,1.04,1,0
2,4,1.2905200000000001,103.82,0,64.0,2,36,9,2.54,1,316
2,5,1.30561,103.8347,0,108.0,1,2,315,0.19,10,326
2,24,1.30529,103.8328,0,160.0,1,1,36,0.79,10,328
2,24,1.30217,103.83957,2,360.0,6,0,2137,1.04,6,179
2,24,1.3006,103.84012,2,319.0,6,2,400,0.11,6,172
2,15,1.27609,103.84127,0,85.0,2,9,25,0.53,1,89
2,21,1.281,103.85025,2,185.0,90,29,18,1.54,5,255
4,33,1.33675,103.74193000000001,2,135.0,30,4,177,0.25,274,204
2,19,1.3104,103.85776,2,90.0,3,4,223,0.21,1,0
2,10,1.28088,103.7874,0,56.0,5,3,19,0.19,14,355
2,6,1.31546,103.89428000000001,0,42.0,1,6,202,0.32,1,0
2,10,1.28099,103.78560999999999,0,58.0,7,3,13,0.36,18,0
2,9,1.29967,103.85226999999999,0,68.0,5,0,2137,1.04,4,0
2,9,1.30025,103.85109,0,28.0,4,2,370,0.11,4,0
4,8,1.3511799999999998,103.70194000000001,0,87.0,3,3,403,0.16,3,0
2,9,1.29996,103.85051999999999,0,42.0,5,2,557,0.11,4,0
2,9,1.2978100000000001,103.8515,2,150.0,7,0,2137,1.04,11,0
2,15,1.28405,103.84401,0,57.0,90,1,484,0.06,83,343
4,32,1.3131700000000002,103.76017,2,331.0,3,1,33,0.86,76,364
3,3,1.31382,103.92711,2,99.0,90,0,2137,1.04,2,346
2,9,1.30236,103.8501,0,89.0,1,88,13,4.62,2,74
2,10,1.2798200000000002,103.78721999999999,0,65.0,5,5,147,0.31,18,365
2,9,1.29755,103.85325,2,200.0,7,0,2137,1.04,11,0
2,20,1.32374,103.85358000000001,2,200.0,3,13,188,0.75,67,261
2,21,1.28049,103.84944,2,179.0,1,11,115,0.59,5,250
2,15,1.28473,103.84188,0,87.0,90,0,2137,1.04,83,356
2,6,1.31196,103.88358000000001,0,43.0,2,45,19,2.65,9,160
2,20,1.32348,103.85139000000001,2,200.0,5,2,244,0.19,67,365
2,9,1.30392,103.86044,0,200.0,1,1,527,0.06,15,266
2,9,1.30313,103.85914,0,219.0,1,0,2137,1.04,15,354
2,9,1.30325,103.85852,0,200.0,1,0,2137,1.04,15,342
2,9,1.30473,103.85887,0,210.0,1,0,2137,1.04,15,346
2,9,1.3051,103.85855,0,200.0,1,1,205,0.14,15,347
2,9,1.30407,103.86055,0,190.0,1,1,311,0.1,15,353
2,9,1.30467,103.86,0,181.0,1,0,2137,1.04,15,340
2,9,1.30376,103.86016,0,181.0,1,0,2137,1.04,15,332
2,9,1.3035299999999999,103.86022,0,200.0,1,0,2137,1.04,15,322
2,9,1.30375,103.85861,0,181.0,1,1,380,0.08,15,359
2,9,1.30356,103.85918000000001,0,181.0,1,0,2137,1.04,15,320
2,9,1.3041,103.85934,0,260.0,1,1,190,0.16,15,342
2,9,1.30408,103.85934,0,250.0,1,2,177,0.19,15,344
2,9,1.30534,103.85898,0,260.0,1,0,2137,1.04,15,349
2,9,1.30367,103.86009,0,281.0,1,1,269,0.11,15,357
2,15,1.28538,103.84217,0,87.0,90,0,2137,1.04,59,356
2,10,1.27863,103.78661,2,100.0,2,0,2137,1.04,1,0
2,14,1.33513,103.84421,2,60.0,1,1,566,0.05,1,0
2,20,1.32513,103.85368000000001,2,99.0,2,3,560,0.16,1,0
2,20,1.31539,103.84226,2,290.0,3,0,2137,1.04,76,364
2,7,1.3021,103.83256,2,365.0,6,5,210,0.27,22,363
2,6,1.31514,103.88258,0,33.0,18,4,98,0.25,112,359
2,20,1.32774,103.84789,2,119.0,14,1,490,0.06,67,365
2,15,1.2838399999999999,103.84199,0,60.0,90,0,2137,1.04,83,332
4,32,1.29859,103.76586,2,199.0,6,7,35,0.51,22,264
4,33,1.33332,103.74384,2,181.0,3,4,332,0.22,11,0
2,4,1.26983,103.81331,2,300.0,3,64,15,3.41,1,86
2,9,1.30352,103.84794000000001,2,108.0,3,29,22,1.6,4,157
2,6,1.31323,103.8795,0,50.0,3,53,3,3.03,14,68
3,13,1.37066,103.96204,0,37.0,1,4,545,0.22,2,0
3,13,1.37046,103.96356,1,33.0,1,3,552,0.16,2,0
2,20,1.3228600000000001,103.85372,2,150.0,10,0,2137,1.04,203,365
2,9,1.30047,103.84751,2,139.0,10,4,112,0.36,203,174
2,14,1.32923,103.8655,2,206.0,10,11,50,0.63,67,286
2,7,1.29521,103.83714,0,150.0,5,1,417,0.07,3,362
2,19,1.31523,103.85499,0,62.0,1,34,16,1.88,13,333
2,15,1.28147,103.84872,2,192.0,1,22,45,1.33,5,156
3,2,1.3418,103.95939,0,58.0,4,33,9,1.84,13,79
2,7,1.29463,103.83783000000001,0,81.0,5,0,2137,1.04,3,0
2,10,1.28814,103.77861,0,114.0,90,0,2137,1.04,1,90
2,9,1.304,103.84898000000001,0,56.0,7,0,2137,1.04,9,0
2,10,1.2813299999999999,103.78511,0,69.0,5,1,507,0.06,18,361
4,8,1.35154,103.70114000000001,0,50.0,2,0,2137,1.04,3,0
2,15,1.28254,103.84743,0,74.0,3,5,501,0.27,2,0
4,32,1.31241,103.77076,0,46.0,180,3,471,0.17,1,180
2,7,1.3000200000000002,103.83306,2,121.0,2,6,340,0.33,1,0
2,19,1.315,103.85483,0,58.0,2,38,21,2.08,13,147
2,15,1.28147,103.8463,2,115.0,7,18,3,1.21,40,356
2,21,1.29637,103.85409,2,165.0,7,2,235,0.18,40,365
2,9,1.30223,103.84862,0,68.0,30,0,2137,1.04,9,239
2,23,1.28872,103.84846999999999,2,135.0,7,18,17,1.41,40,332
2,1,1.31281,103.79583000000001,0,100.0,90,0,2137,1.04,14,364
2,19,1.30916,103.86332,0,36.0,18,0,2137,1.04,59,362
2,23,1.28762,103.84873,0,150.0,1,1,336,0.09,8,363
2,7,1.29528,103.83594000000001,0,69.0,5,1,353,0.08,3,362
2,24,1.3006,103.83869,0,181.0,2,0,2137,1.04,1,0
2,21,1.28071,103.85151,2,268.0,2,5,102,0.28,2,38
2,15,1.2837,103.84224,0,65.0,90,2,436,0.14,59,326
2,1,1.31079,103.79717,0,100.0,90,0,2137,1.04,14,364
2,1,1.3121200000000002,103.79679,0,82.0,28,0,2137,1.04,14,364
2,5,1.30525,103.83847,2,87.0,90,9,18,0.55,14,179
2,12,1.3060100000000001,103.9057,0,50.0,90,0,2137,1.04,1,365
2,7,1.29873,103.83268000000001,2,200.0,90,2,331,0.12,1,157
2,7,1.2974299999999999,103.83702,2,115.0,6,7,115,0.45,19,287
2,7,1.29736,103.83781,2,119.0,6,3,247,0.19,19,300
2,20,1.3150600000000001,103.83968,0,58.0,180,0,2137,1.04,41,364
2,7,1.29877,103.83651,2,140.0,6,0,2137,1.04,19,300
2,15,1.28131,103.84676,1,50.0,1,2,23,0.11,4,359
2,6,1.31435,103.8866,2,199.0,2,13,89,0.73,17,18
4,33,1.33755,103.74557,0,69.0,1,0,2137,1.04,1,0
2,6,1.3113,103.89961,2,90.0,2,27,77,1.5,2,45
2,23,1.29023,103.8363,2,150.0,20,0,2137,1.04,1,0
3,3,1.32159,103.91589,0,81.0,2,10,15,0.59,7,6
2,21,1.2806799999999998,103.85155999999999,2,268.0,2,3,318,0.2,2,38
2,5,1.30541,103.83518000000001,2,319.0,2,75,9,4.29,6,241
2,19,1.32325,103.86378,0,100.0,30,0,2137,1.04,1,277
4,33,1.32145,103.7498,0,26.0,2,13,116,0.73,2,118
2,20,1.31806,103.84212,2,239.0,1,9,16,0.53,22,137
5,31,1.38629,103.89326,0,69.0,3,5,367,0.27,2,0
2,15,1.2836299999999998,103.8465,2,100.0,3,6,332,0.33,1,0
2,19,1.311,103.86055999999999,2,194.0,1,0,2137,1.04,16,351
4,8,1.34758,103.71816,0,100.0,1,0,2137,1.04,1,0
2,21,1.27406,103.84445,2,144.0,30,4,4,0.24,274,336
2,21,1.2990899999999999,103.85794,1,40.0,1,22,127,1.21,9,123
5,31,1.38621,103.89426,0,61.0,90,0,2137,1.04,2,179
5,18,1.3621,103.8861,0,26.0,5,6,359,0.38,1,0
2,7,1.2966799999999998,103.84031999999999,2,110.0,10,7,28,0.39,84,47
5,31,1.3896,103.90385,0,50.0,90,0,2137,1.04,1,179
2,14,1.34266,103.84084,0,42.0,7,4,186,0.26,18,155
3,3,1.3203200000000002,103.91128,0,57.0,3,47,2,3.13,1,60
2,21,1.29836,103.85616,1,40.0,1,39,35,2.15,9,355
2,10,1.30372,103.78231,2,158.0,30,5,199,0.28,274,262
2,21,1.29703,103.8559,1,64.0,1,9,194,0.53,9,81
5,18,1.35372,103.88139,0,49.0,1,1,533,0.06,2,0
2,21,1.2989,103.8566,0,99.0,1,5,328,0.28,9,52
2,12,1.30349,103.90229000000001,0,50.0,2,37,16,2.06,2,119
2,34,1.35629,103.82818,2,158.0,85,1,308,0.1,2,300
2,14,1.34008,103.85213,0,50.0,180,0,2137,1.04,1,145
2,20,1.31732,103.84082,2,250.0,2,22,81,1.28,2,31
2,12,1.30355,103.90135,2,150.0,5,2,44,0.12,1,0
2,19,1.29954,103.85991,2,308.0,2,51,33,2.93,5,50
5,25,1.37521,103.83625,0,56.0,4,0,2137,1.04,1,87
2,10,1.28817,103.79333000000001,0,75.0,93,0,2137,1.04,1,363
4,32,1.3105799999999999,103.76262,2,325.0,3,0,2137,1.04,78,355
2,6,1.31348,103.88446,0,119.0,29,0,2137,1.04,12,85
2,6,1.31389,103.88428,0,131.0,29,1,458,0.07,12,88
2,6,1.31199,103.883,0,135.0,29,0,2137,1.04,12,88
2,6,1.31421,103.88472,0,140.0,29,0,2137,1.04,12,89
2,19,1.31402,103.85361,0,110.0,1,8,147,0.49,13,350
2,9,1.30219,103.8482,2,149.0,14,2,367,0.12,114,174
4,32,1.30999,103.76285,0,344.0,3,3,281,0.21,78,364
2,10,1.30406,103.7829,0,325.0,3,1,32,0.88,78,364
2,4,1.27718,103.80808,0,51.0,150,3,260,0.17,1,326
2,17,1.31707,103.82571,2,281.0,7,5,87,0.44,19,362
2,17,1.31565,103.82842,2,144.0,7,23,150,1.34,19,0
2,21,1.29861,103.85582,1,42.0,1,10,177,0.66,9,121
2,21,1.28021,103.84599,2,160.0,7,24,9,1.51,40,358
2,19,1.31334,103.87165,2,256.0,2,16,35,1.0,7,351
5,18,1.35455,103.88038,0,49.0,5,11,44,0.69,1,296
2,5,1.30554,103.83646999999999,0,119.0,1,58,1,3.38,3,35
2,17,1.29246,103.83061,0,90.0,30,3,107,0.26,3,293
5,31,1.39062,103.89480999999999,0,40.0,3,0,2137,1.04,1,0
2,17,1.3184200000000001,103.83077,0,50.0,1,1,309,0.1,1,0
2,5,1.30636,103.83711,0,150.0,1,33,7,1.94,3,36
2,5,1.30669,103.83564,0,119.0,1,57,3,3.23,3,39
2,21,1.27552,103.84405,2,369.0,30,2,366,0.12,274,336
2,4,1.27399,103.83551,0,56.0,1,47,0,7.23,1,54
2,10,1.29388,103.8088,0,100.0,3,0,2137,1.04,1,0
2,21,1.28172,103.85207,2,175.0,90,1,92,0.32,3,341
2,19,1.31992,103.86158,0,58.0,1,24,19,1.39,4,166
4,32,1.31457,103.75813000000001,0,231.0,90,1,488,0.06,1,90
4,32,1.3222399999999999,103.76908,0,40.0,1,0,2137,1.04,1,0
2,6,1.3169799999999998,103.88188000000001,2,150.0,25,22,104,1.28,67,361
2,6,1.31521,103.887,2,181.0,10,0,2137,1.04,114,23
2,10,1.2924200000000001,103.77314,0,65.0,1,2,130,0.13,32,361
2,5,1.30372,103.84057,0,87.0,90,0,2137,1.04,14,364
2,24,1.2989899999999999,103.83837,0,144.0,6,2,180,0.14,19,54
4,33,1.33692,103.74253,2,161.0,30,1,402,0.07,274,335
2,9,1.30017,103.84883,2,115.0,7,3,39,0.85,67,332
2,10,1.2918100000000001,103.80776999999999,2,185.0,89,0,2137,1.04,45,364
2,10,1.29209,103.80649,2,160.0,89,0,2137,1.04,45,365
2,10,1.30312,103.78355,2,250.0,89,0,2137,1.04,45,364
2,9,1.30894,103.85195999999999,1,26.0,1,0,2137,1.04,109,365
2,24,1.3052700000000002,103.82861,0,40.0,2,0,2137,1.04,1,0
2,10,1.28164,103.7868,0,87.0,3,0,2137,1.04,14,364
5,18,1.37534,103.87804,2,250.0,6,7,38,0.42,22,351
2,7,1.29398,103.83809000000001,0,69.0,5,1,522,0.06,1,0
2,9,1.30774,103.852,1,26.0,1,2,119,0.35,109,365
2,9,1.30792,103.85075,1,26.0,1,1,184,0.16,109,365
2,9,1.30799,103.85035,1,26.0,1,5,60,0.8,109,365
2,9,1.30807,103.85136,1,50.0,1,4,25,0.53,109,365
2,5,1.31344,103.83062,0,51.0,90,0,2137,1.04,11,365
2,6,1.31197,103.88583,2,169.0,2,53,29,3.09,16,115
2,9,1.30958,103.85215,1,26.0,1,0,2137,1.04,109,365
2,21,1.27799,103.84931,2,360.0,4,15,66,0.89,15,325
2,1,1.3158299999999998,103.78628,2,300.0,1,0,2137,1.04,1,0
3,3,1.3094700000000001,103.91101,0,100.0,1,10,126,0.59,109,358
3,3,1.30861,103.91147,0,100.0,1,3,463,0.18,109,358
3,3,1.30767,103.91143000000001,0,100.0,1,3,29,0.19,109,358
3,3,1.30995,103.91299000000001,0,100.0,1,12,50,0.94,109,357
3,3,1.30818,103.9115,0,100.0,1,3,372,0.18,109,358
3,3,1.30969,103.913,0,169.0,1,7,66,0.88,109,356
3,3,1.30918,103.91287,0,144.0,1,6,237,0.46,109,364
3,3,1.3091,103.91144,0,169.0,1,1,429,0.07,109,358
3,3,1.3083799999999999,103.91166,0,169.0,1,1,244,0.12,109,358
3,3,1.30825,103.91294,0,169.0,1,0,2137,1.04,109,357
3,3,1.30923,103.91237,0,144.0,1,2,78,0.3,109,356
3,3,1.30935,103.91164,0,125.0,1,2,124,0.15,109,364
3,3,1.30974,103.91282,0,144.0,1,0,2137,1.04,109,357
2,19,1.32156,103.86186,0,58.0,1,15,36,0.87,4,172
1,38,1.4055,103.75747,1,290.0,1,0,2137,1.04,1,364
2,19,1.3034700000000001,103.88134000000001,0,300.0,1,0,2137,1.04,1,365
1,0,1.43089,103.7943,0,44.0,30,1,513,0.06,1,363
2,19,1.31198,103.87489000000001,0,319.0,1,0,2137,1.04,1,365
3,3,1.31291,103.94232,0,300.0,1,0,2137,1.04,1,365
2,6,1.3112,103.87873,2,179.0,1,37,30,2.19,1,149
3,3,1.3096,103.91133,0,144.0,1,0,2137,1.04,109,358
3,3,1.30911,103.91131999999999,0,144.0,1,0,2137,1.04,109,358
3,3,1.30856,103.91127,0,94.0,1,0,2137,1.04,109,358
3,3,1.3079399999999999,103.91297,0,94.0,1,8,142,0.55,109,358
3,3,1.30931,103.91175,0,81.0,1,2,119,0.3,109,364
3,3,1.30835,103.91107,0,94.0,1,0,2137,1.04,109,358
3,3,1.30998,103.91298,0,94.0,1,0,2137,1.04,109,357
3,3,1.3099,103.91089000000001,0,90.0,1,4,44,0.24,109,358
3,3,1.30787,103.913,0,90.0,1,18,98,1.08,109,356
3,3,1.30942,103.91233000000001,0,90.0,1,21,31,1.25,109,357
3,3,1.3080100000000001,103.91084000000001,0,90.0,1,10,84,0.69,109,358
3,3,1.3096700000000001,103.91122,0,250.0,1,0,2137,1.04,109,358
3,3,1.30861,103.91148000000001,0,250.0,1,4,16,0.32,109,358
3,3,1.30966,103.91255,0,250.0,1,0,2137,1.04,109,357
2,10,1.27744,103.7886,0,58.0,10,5,127,0.31,2,0
3,3,1.30992,103.91155,0,250.0,1,0,2137,1.04,109,358
3,3,1.30845,103.91122,0,250.0,1,2,85,0.15,109,358
4,8,1.35045,103.71907,0,31.0,1,1,432,0.07,1,0
2,19,1.30025,103.86027,2,99.0,1,11,8,0.76,1,125
2,10,1.27957,103.78723000000001,0,85.0,1,2,382,0.15,14,365
3,3,1.3151,103.96063000000001,2,300.0,1,2,466,0.13,6,54
2,10,1.28099,103.78738,0,137.0,5,5,315,0.32,18,364
3,3,1.32395,103.91509,0,99.0,3,48,35,2.83,5,15
2,19,1.32188,103.8655,2,132.0,7,2,65,0.3,114,334
2,5,1.31308,103.83128,0,42.0,90,0,2137,1.04,11,365
2,6,1.31456,103.88818,2,83.0,14,9,24,0.59,84,61
2,17,1.29627,103.82928000000001,2,185.0,4,45,2,2.74,1,70
3,3,1.32273,103.93284,0,36.0,3,4,470,0.24,1,239
2,21,1.27705,103.8498,2,208.0,30,15,120,0.89,5,261
2,17,1.3158299999999998,103.82611999999999,2,118.0,7,13,58,0.83,19,355
5,25,1.3789200000000001,103.84273,2,169.0,186,0,2137,1.04,1,365
3,3,1.32384,103.91481,0,160.0,2,50,56,2.95,5,11
2,4,1.28569,103.83081999999999,0,60.0,90,0,2137,1.04,1,313
2,20,1.32475,103.84603,2,119.0,5,3,402,0.18,203,320
2,6,1.31745,103.88788000000001,2,137.0,3,1,502,0.06,203,23
2,6,1.31178,103.88454,2,185.0,2,50,16,2.99,16,92
2,5,1.3139399999999999,103.83233,0,50.0,90,1,513,0.06,11,365
2,6,1.31466,103.88457,0,22.0,1,0,2137,1.04,1,180
2,19,1.31549,103.8575,2,110.0,6,6,248,0.36,67,365
2,9,1.3012700000000001,103.84680999999999,2,150.0,45,0,2137,1.04,67,365
2,9,1.3029,103.84787,2,119.0,5,7,138,0.42,67,365
2,10,1.27993,103.78559,0,67.0,1,16,17,0.96,18,339
2,10,1.27942,103.787,0,87.0,5,3,154,0.28,32,361
2,21,1.27799,103.85002,2,201.0,1,7,79,0.43,3,156
2,5,1.3057299999999998,103.84005,0,75.0,4,2,104,0.15,18,362
2,9,1.30427,103.86059,0,60.0,7,2,431,0.12,9,0
2,19,1.31693,103.85836,0,94.0,2,42,14,2.55,13,162
2,6,1.31283,103.88653000000001,2,165.0,2,46,16,2.78,16,117
2,19,1.31724,103.85879,0,60.0,2,17,22,1.05,13,155
2,19,1.31675,103.85856,0,60.0,2,30,59,1.82,13,162
2,19,1.31584,103.85923000000001,0,75.0,2,46,18,2.75,13,145
2,19,1.31523,103.85788000000001,0,94.0,2,35,17,2.15,13,163
3,3,1.33031,103.94461,2,128.0,10,7,16,0.54,1,250
2,21,1.27334,103.84498,2,139.0,29,1,197,0.15,274,0
2,19,1.29932,103.85999,2,364.0,6,4,128,0.29,2,355
2,19,1.31018,103.86336,0,169.0,1,1,46,0.63,5,339
2,10,1.27986,103.78589000000001,0,85.0,15,1,466,0.06,14,365
2,19,1.30873,103.86334000000001,0,250.0,1,0,2137,1.04,5,114
2,19,1.31377,103.85708000000001,2,300.0,15,1,490,0.06,2,365
2,21,1.2770700000000001,103.84948,2,281.0,4,7,18,0.58,15,359
3,3,1.31857,103.91345,1,331.0,1,0,2137,1.04,1,365
4,32,1.30972,103.75755,2,350.0,3,10,198,0.67,76,362
5,18,1.3768,103.88022,2,250.0,6,9,14,0.78,22,361
2,15,1.28364,103.8435,0,150.0,1,13,15,0.96,5,306
2,4,1.2912,103.81596,2,260.0,30,0,2137,1.04,76,362
4,33,1.3361299999999998,103.74161,2,231.0,30,0,2137,1.04,76,0
4,33,1.33431,103.74136999999999,2,210.0,28,3,235,0.35,76,364
2,20,1.3163799999999999,103.84665,2,331.0,25,0,2137,1.04,76,364
2,21,1.28062,103.84854,2,249.0,30,0,2137,1.04,76,334
2,19,1.30464,103.86216999999999,0,104.0,1,84,3,4.99,9,149
2,19,1.3200100000000001,103.8621,0,58.0,1,0,2137,1.04,4,79
3,3,1.32287,103.91336,0,181.0,3,40,14,2.48,5,16
2,15,1.2816299999999998,103.84885,2,258.0,2,42,14,2.58,38,271
2,10,1.3027799999999998,103.7893,2,100.0,60,2,388,0.15,1,83
2,19,1.30493,103.86103,0,94.0,1,109,11,7.6,9,134
2,21,1.27655,103.84888000000001,2,281.0,4,18,39,1.12,15,344
2,21,1.27705,103.84905,2,281.0,4,8,61,0.55,15,344
2,19,1.3126200000000001,103.85876,0,85.0,1,0,2137,1.04,109,365
2,12,1.30782,103.90033000000001,2,214.0,2,25,2,1.5,9,162
2,12,1.30942,103.89981,2,204.0,2,35,1,2.16,9,158
2,12,1.30797,103.8999,2,212.0,2,20,13,1.22,9,151
2,7,1.29417,103.83785999999999,2,139.0,2,11,37,0.68,48,315
2,19,1.31471,103.85902,0,85.0,1,0,2137,1.04,109,365
2,19,1.31425,103.85876999999999,0,85.0,1,8,167,0.5,109,365
2,19,1.3124200000000001,103.86055,0,85.0,1,2,169,0.27,109,365
2,19,1.31276,103.86034000000001,0,85.0,1,6,34,0.38,109,361
2,15,1.28336,103.84323,0,44.0,90,0,2137,1.04,112,352
3,13,1.36443,103.97292,0,99.0,1,93,20,5.61,2,289
2,6,1.31188,103.88906999999999,2,92.0,5,12,347,0.72,1,1
2,12,1.3011,103.91325,2,235.0,1,5,254,0.32,6,0
2,19,1.32241,103.86506,2,350.0,7,1,431,0.07,1,0
2,19,1.3132700000000002,103.8593,0,169.0,1,5,27,0.68,109,364
2,19,1.31323,103.85871,0,169.0,1,4,219,0.25,109,365
2,19,1.31261,103.86072,0,169.0,1,1,72,0.41,109,365
2,19,1.31431,103.8591,0,169.0,1,0,2137,1.04,109,365
2,19,1.31426,103.86031,0,169.0,1,1,51,0.57,109,364
2,19,1.31449,103.86034000000001,0,85.0,1,0,2137,1.04,109,365
2,19,1.3127799999999998,103.8608,0,85.0,1,3,247,0.22,109,365
2,19,1.31273,103.85916,0,85.0,1,0,2137,1.04,109,365
2,19,1.31392,103.86103,0,85.0,1,0,2137,1.04,109,365
2,19,1.31441,103.85928,0,85.0,1,0,2137,1.04,109,365
4,8,1.34327,103.70510999999999,0,90.0,3,8,53,0.55,8,365
2,19,1.3207200000000001,103.86489,0,90.0,1,0,2137,1.04,1,0
2,21,1.29721,103.8564,1,40.0,1,13,44,0.9,9,111
2,19,1.3158100000000001,103.85779000000001,2,114.0,30,28,163,1.7,30,47
2,19,1.32254,103.86495,2,140.0,8,4,28,0.52,203,365
2,19,1.31554,103.85653,2,110.0,30,19,127,1.22,30,77
2,19,1.31406,103.85598,2,150.0,30,3,192,0.23,30,6
2,19,1.31437,103.85641,2,150.0,30,4,78,0.26,30,70
2,19,1.31628,103.85807,2,110.0,30,9,81,0.6,30,14
5,11,1.34707,103.87935,2,87.0,15,1,297,0.1,1,0
2,20,1.32386,103.85763,0,49.0,2,46,0,2.96,1,32
1,0,1.44001,103.8009,0,44.0,6,4,68,0.32,4,353
2,1,1.32559,103.81097,0,40.0,7,2,399,0.13,2,55
2,6,1.31093,103.88552,2,131.0,3,6,51,0.45,203,322
2,5,1.3056,103.83983,0,87.0,28,5,32,0.31,14,259
2,9,1.30142,103.84839000000001,2,112.0,15,1,478,0.06,45,174
2,4,1.27746,103.8245,0,81.0,2,47,17,2.85,1,333
2,6,1.31235,103.88531,2,200.0,3,10,420,0.61,67,365
2,9,1.29995,103.85002,2,300.0,6,4,29,0.26,67,354
2,10,1.27949,103.78758,0,99.0,5,1,335,0.09,32,334
2,19,1.32491,103.86406,0,50.0,5,1,497,0.06,1,0
2,19,1.3119,103.8572,2,261.0,2,6,14,0.37,2,87
5,18,1.36395,103.8904,0,44.0,60,1,417,0.07,18,243
2,6,1.3139399999999999,103.88278000000001,2,96.0,2,66,20,4.02,6,62
2,27,1.2947600000000001,103.84221,2,150.0,10,5,100,0.47,203,317
2,20,1.3267799999999998,103.84787,2,106.0,25,1,190,0.16,67,365
3,3,1.32892,103.94449,0,28.0,20,2,40,0.34,8,179
3,13,1.37826,103.94125,2,90.0,180,0,2137,1.04,1,362
2,19,1.32689,103.8671,2,200.0,25,0,2137,1.04,67,365
2,19,1.32697,103.86565999999999,2,200.0,3,3,402,0.19,67,359
2,19,1.3162,103.85901,1,32.0,1,29,19,2.09,7,334
2,10,1.2922200000000001,103.80765,0,256.0,3,0,2137,1.04,78,364
2,19,1.31502,103.85919,1,32.0,1,13,23,0.81,7,358
2,19,1.31673,103.85849,0,32.0,1,64,27,3.92,7,305
2,19,1.31493,103.85839,1,32.0,1,18,17,1.14,7,357
2,19,1.3162,103.85987,1,32.0,1,15,58,0.91,7,351
2,15,1.28271,103.84606,1,50.0,1,2,383,0.15,9,365
2,19,1.31479,103.85934,0,32.0,1,53,15,3.24,7,308
2,19,1.31653,103.85768,1,32.0,1,4,78,0.25,7,358
2,6,1.3145799999999999,103.89913,0,47.0,2,57,16,3.52,6,94
2,6,1.3159100000000001,103.89919,0,49.0,2,56,15,3.57,6,76
4,29,1.38824,103.74424,0,50.0,1,1,445,0.07,1,26
2,20,1.32165,103.85186999999999,2,300.0,19,0,2137,1.04,67,260
2,6,1.31385,103.88235,0,33.0,18,0,2137,1.04,112,310
2,6,1.31435,103.90033000000001,0,49.0,2,64,18,3.93,6,86
2,9,1.30671,103.84824,2,160.0,14,3,252,0.25,114,243
2,19,1.32179,103.86404,2,319.0,80,2,63,0.14,114,358
1,30,1.35238,103.82039,2,281.0,75,1,398,0.08,114,358
2,9,1.30126,103.85136,2,319.0,28,0,2137,1.04,114,362
2,9,1.29924,103.85136,2,300.0,48,0,2137,1.04,114,362
2,6,1.31266,103.88792,0,64.0,2,64,1,3.94,14,60
2,1,1.32535,103.81201999999999,0,49.0,5,1,386,0.08,1,0
2,21,1.27463,103.84528,2,200.0,3,12,193,0.76,1,0
2,20,1.32144,103.85294,0,50.0,30,2,193,0.17,8,291
2,21,1.3003799999999999,103.85786999999999,2,100.0,90,0,2137,1.04,1,178
3,3,1.3194700000000001,103.91351999999999,0,90.0,2,1,477,0.06,1,0
2,10,1.2808700000000002,103.78549,0,87.0,15,1,45,0.64,32,361
2,9,1.30407,103.85463,0,131.0,1,2,133,0.23,1,324
2,12,1.30417,103.90080999999999,0,31.0,1,14,9,1.18,1,77
2,15,1.28398,103.84300999999999,0,57.0,28,1,169,0.18,83,356
5,16,1.40975,103.89916,0,39.0,1,1,169,0.18,1,0
2,20,1.3181100000000001,103.84241,2,239.0,1,43,14,2.82,22,119
2,15,1.28395,103.84342,0,69.0,90,0,2137,1.04,112,356
2,15,1.28395,103.84277,0,69.0,90,1,464,0.06,83,356
2,15,1.28319,103.84286999999999,0,69.0,90,1,448,0.07,59,356
