neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
2,7,1.2958,103.84049,0,119.0,3,0,2137,1.04,1,0
1,36,1.42562,103.82559,0,44.0,90,12,1105,0.27,2,300
2,10,1.28816,103.80309,0,42.0,90,1,1174,0.03,3,270
2,10,1.2872,103.79466,0,75.0,1,0,2137,1.04,1,0
3,2,1.34142,103.95665,0,76.0,7,5,213,0.16,1,0
2,21,1.27532,103.84510999999999,2,181.0,4,1,1333,0.02,1,0
2,19,1.31124,103.85918000000001,2,125.0,7,0,2137,1.04,1,0
5,31,1.39085,103.87926,0,50.0,7,0,2137,1.04,1,0
2,15,1.28331,103.84625,1,26.0,1,21,202,0.48,9,361
2,4,1.28433,103.83122,2,150.0,2,0,2137,1.04,1,0
2,12,1.2990700000000002,103.88689000000001,0,100.0,1,2,1277,0.05,1,0
2,19,1.31451,103.84719,0,60.0,2,7,26,0.61,1,23
1,35,1.42479,103.84528,0,26.0,1,179,3,4.0,1,329
5,11,1.3441100000000001,103.88114,2,250.0,90,0,2137,1.04,1,363
2,7,1.29805,103.83698000000001,2,139.0,3,28,908,0.63,1,0
2,20,1.3285200000000001,103.85600000000001,0,62.0,1,1,1332,0.02,1,0
2,12,1.29866,103.89036999999999,0,150.0,2,2,1324,0.05,1,364
2,23,1.28672,103.84831,1,56.0,1,39,73,0.87,2,269
4,32,1.29855,103.76648,0,56.0,3,0,2137,1.04,1,0
2,7,1.29721,103.83946,2,194.0,2,0,2137,1.04,1,0
2,19,1.31195,103.86113,1,22.0,1,14,923,0.31,17,365
2,19,1.31053,103.86147,1,44.0,1,24,388,0.54,17,365
2,19,1.31178,103.86169,1,44.0,1,7,936,0.16,17,365
2,19,1.31244,103.85954,1,22.0,1,80,0,1.84,17,357
2,19,1.31028,103.86029,1,22.0,1,25,345,0.57,17,363
2,9,1.30584,103.84985999999999,2,131.0,10,11,99,0.27,141,243
2,14,1.33114,103.84369000000001,2,287.0,10,6,36,0.14,141,262
2,19,1.31011,103.85956,1,22.0,1,26,9,0.59,17,364
2,19,1.3106,103.86112,1,22.0,1,66,6,1.53,17,354
2,19,1.31139,103.86001999999999,1,22.0,1,5,738,0.13,17,365
2,19,1.31325,103.86168,1,18.0,1,51,15,1.18,17,321
2,19,1.3108799999999998,103.86117,1,44.0,1,52,201,1.17,17,365
2,19,1.31079,103.86171,1,39.0,1,25,20,0.56,17,364
2,10,1.2917100000000001,103.80779,2,194.0,2,17,690,0.38,13,0
2,20,1.3182,103.83904,2,140.0,4,0,2137,1.04,1,0
2,5,1.3091899999999999,103.82701999999999,2,290.0,1,2,1126,0.05,1,0
2,7,1.2948,103.8388,0,87.0,1,46,15,1.02,28,350
2,9,1.30024,103.8529,1,31.0,2,35,94,0.97,14,332
2,19,1.32656,103.86275,0,44.0,2,53,628,1.19,2,0
5,25,1.37295,103.83352,0,212.0,2,0,2137,1.04,1,177
5,11,1.35534,103.86679000000001,0,131.0,1,4,251,0.18,14,344
3,2,1.35202,103.93542,0,49.0,2,33,93,0.75,1,312
5,25,1.3755899999999999,103.85452,2,150.0,3,0,2137,1.04,1,0
2,12,1.30313,103.90949,0,81.0,1,0,2137,1.04,1,0
5,11,1.35725,103.86766,2,125.0,7,11,27,0.25,203,365
1,28,1.44123,103.82224000000001,0,110.0,5,0,2137,1.04,7,365
3,3,1.30986,103.93345,0,133.0,1,39,3,1.39,1,277
2,9,1.30631,103.8481,2,149.0,10,1,265,0.11,114,365
2,20,1.32283,103.85234,2,131.0,7,5,132,0.41,114,338
2,20,1.32554,103.84868,2,131.0,14,0,2137,1.04,114,332
2,7,1.29579,103.84014,0,90.0,2,40,52,0.91,48,344
4,22,1.36924,103.77507,0,219.0,1,1,1317,0.02,3,0
3,3,1.30592,103.92515,2,135.0,5,24,38,0.56,4,325
2,4,1.2859200000000002,103.82813,0,111.0,7,0,2137,1.04,1,0
2,6,1.31311,103.88710999999999,0,56.0,180,0,2137,1.04,1,365
3,3,1.32206,103.91345,0,53.0,90,25,58,0.6,4,43
5,18,1.36158,103.88404,0,83.0,1,0,2137,1.04,1,0
5,16,1.40615,103.90041,2,150.0,1,25,37,0.79,4,321
2,6,1.31722,103.88754,2,178.0,3,59,359,1.35,2,3
2,15,1.28358,103.84438,0,60.0,1,51,14,1.18,1,313
2,19,1.3277,103.86511,2,258.0,10,16,41,0.38,203,365
2,15,1.2887899999999999,103.84014,2,131.0,1,0,2137,1.04,1,0
2,6,1.31639,103.88385,0,15.0,1,0,2137,1.04,1,0
2,6,1.31398,103.90491,0,65.0,91,3,698,0.12,1,363
2,7,1.2992299999999999,103.83098000000001,2,160.0,4,3,997,0.07,1,0
5,18,1.37358,103.87737,0,60.0,1,0,2137,1.04,1,0
2,15,1.28073,103.84085,2,300.0,3,76,90,1.72,2,69
2,21,1.28186,103.8522,2,131.0,45,0,2137,1.04,41,365
2,7,1.29671,103.8404,0,144.0,1,150,46,3.42,48,310
5,18,1.36675,103.89587,0,43.0,180,49,952,1.12,1,358
2,15,1.28454,103.84391,0,60.0,90,2,80,0.09,83,361
2,1,1.34158,103.76907,0,50.0,3,39,124,0.93,1,121
2,9,1.30011,103.85396,1,31.0,2,28,18,0.95,14,345
3,3,1.32043,103.91154,2,149.0,2,150,15,3.5,2,303
2,19,1.31057,103.86081,2,222.0,1,6,74,0.14,16,351
2,7,1.29762,103.84174,1,81.0,1,0,2137,1.04,1,0
3,13,1.37342,103.94068,2,169.0,365,0,2137,1.04,1,364
1,30,1.36532,103.78558000000001,0,99.0,1,0,2137,1.04,3,0
2,9,1.30221,103.84623,0,119.0,1,0,2137,1.04,1,0
2,9,1.30044,103.85173,1,28.0,2,82,66,1.89,14,313
2,9,1.2982,103.8523,1,28.0,2,76,60,1.9,14,349
3,13,1.37315,103.9596,0,50.0,5,0,2137,1.04,2,0
4,22,1.37321,103.77407,0,99.0,1,0,2137,1.04,3,0
2,12,1.3008,103.90074,2,300.0,1,2,1116,0.05,1,0
2,15,1.2802,103.84055,2,275.0,3,103,28,2.37,9,123
2,15,1.2778399999999999,103.84487,0,149.0,1,0,2137,1.04,1,0
2,5,1.30851,103.83147,2,287.0,7,0,2137,1.04,1,0
2,19,1.31419,103.85089,0,72.0,90,160,3,3.67,1,189
4,26,1.35673,103.75164000000001,2,131.0,1,2,916,0.06,1,0
3,3,1.3208600000000001,103.91439,0,56.0,2,5,1129,0.13,3,0
2,20,1.3289799999999998,103.85351999999999,2,200.0,30,7,12,0.17,141,365
5,16,1.3997700000000002,103.89763,0,49.0,1,184,16,4.66,1,197
2,6,1.3153,103.88809,2,85.0,28,36,17,0.82,84,74
2,9,1.29989,103.85063000000001,0,75.0,4,14,107,0.34,18,343
2,10,1.28043,103.78286,2,119.0,90,39,22,0.9,1,365
2,7,1.29423,103.84141,2,160.0,6,11,926,0.26,1,0
2,21,1.27557,103.84543000000001,0,140.0,1,0,2137,1.04,1,0
2,12,1.3012,103.90481,2,381.0,2,172,16,3.98,1,313
2,24,1.3009600000000001,103.83766999999999,2,153.0,1,0,2137,1.04,1,0
2,1,1.3320299999999998,103.79507,2,387.0,1,0,2137,1.04,1,180
3,3,1.32085,103.91204,0,81.0,1,0,2137,1.04,1,0
5,11,1.35382,103.86784,0,81.0,2,28,1052,0.64,1,0
2,17,1.29259,103.83055999999999,2,139.0,3,9,601,0.21,1,0
3,3,1.3304200000000002,103.90565,2,128.0,2,31,5,0.72,1,312
2,23,1.2886799999999998,103.84704,2,256.0,5,31,707,0.73,1,0
4,26,1.35162,103.75881,0,51.0,90,3,849,0.07,2,263
4,32,1.29645,103.76807,2,161.0,2,2,440,0.13,3,365
3,13,1.39374,103.92667,0,44.0,1,0,2137,1.04,2,0
2,19,1.31683,103.85889,0,35.0,1,0,2137,1.04,1,0
2,6,1.3107,103.88178,2,69.0,1,1,1301,0.02,2,0
2,1,1.33909,103.77816999999999,0,69.0,180,0,2137,1.04,1,180
2,7,1.29383,103.83964,2,137.0,1,225,3,5.21,2,308
2,19,1.3164200000000001,103.85734000000001,0,37.0,5,1,1291,0.02,1,0
2,9,1.30264,103.85127,0,104.0,2,121,7,2.85,8,179
2,20,1.3274299999999999,103.84259,2,118.0,1,3,1242,0.07,1,0
2,15,1.28296,103.84384,0,74.0,1,0,2137,1.04,1,0
2,14,1.33431,103.87554,0,49.0,1,296,19,6.96,2,288
2,10,1.27729,103.79122,0,69.0,1,0,2137,1.04,1,0
2,17,1.29446,103.82571999999999,2,139.0,3,17,12,0.45,5,362
3,3,1.30797,103.92404,2,110.0,31,0,2137,1.04,4,365
4,32,1.29873,103.76384,0,44.0,1,0,2137,1.04,1,0
1,0,1.44347,103.80081,0,31.0,365,0,2137,1.04,1,365
2,14,1.34301,103.84111999999999,0,50.0,1,1,755,0.04,1,0
3,3,1.31049,103.91391999999999,2,110.0,365,0,2137,1.04,1,358
2,19,1.31418,103.87125999999999,0,44.0,1,0,2137,1.04,1,0
2,20,1.3262200000000002,103.85443000000001,2,268.0,3,1,1074,0.03,203,330
2,19,1.32839,103.86485,2,237.0,14,7,367,0.17,203,365
2,20,1.32545,103.85311,2,218.0,15,3,722,0.08,203,365
4,33,1.33713,103.73697,0,79.0,3,5,415,0.13,15,348
2,17,1.31575,103.82879,0,96.0,1,0,2137,1.04,1,0
4,32,1.29903,103.76728,0,61.0,1,0,2137,1.04,2,0
2,12,1.2952299999999999,103.8904,0,156.0,2,135,21,3.17,3,85
1,28,1.44495,103.82279,0,76.0,7,0,2137,1.04,2,365
1,28,1.4443700000000002,103.82355,1,54.0,7,0,2137,1.04,2,365
2,34,1.3658299999999999,103.82907,2,200.0,180,0,2137,1.04,1,365
2,14,1.3361299999999998,103.84406,0,150.0,5,8,920,0.2,1,365
2,12,1.30944,103.90576999999999,0,65.0,1,0,2137,1.04,1,0
2,15,1.2843200000000001,103.84049,0,90.0,1,0,2137,1.04,1,0
2,34,1.35233,103.83761,0,49.0,9,22,17,0.54,4,352
4,26,1.35039,103.74221,0,100.0,2,11,578,0.27,3,175
2,14,1.3321,103.87535,0,58.0,4,66,101,1.69,1,348
2,7,1.29416,103.83654,0,85.0,1,103,23,2.41,2,28
2,20,1.32271,103.85316,2,101.0,3,25,19,1.5,23,39
2,20,1.32302,103.8531,2,190.0,3,50,30,1.37,23,55
2,20,1.3229600000000001,103.85204,2,110.0,3,61,15,1.46,23,81
2,20,1.32335,103.85289,2,187.0,2,33,20,0.79,23,40
4,8,1.33717,103.72371,0,31.0,30,19,54,0.46,2,322
1,0,1.4295,103.78663,2,165.0,180,13,924,0.31,1,363
2,20,1.32196,103.85325,2,106.0,3,20,40,0.64,23,41
2,9,1.30349,103.84881,1,39.0,1,5,43,0.12,14,358
2,20,1.32322,103.85158,2,106.0,3,21,37,0.51,23,43
2,6,1.31525,103.88744,2,87.0,1,29,18,0.83,67,75
2,21,1.27996,103.85209,0,100.0,45,1,1215,0.02,41,365
2,4,1.2834299999999998,103.8314,2,132.0,1,6,1114,0.14,26,312
2,20,1.32255,103.85535,2,218.0,3,7,129,0.17,203,364
2,20,1.3228,103.85092,2,208.0,8,7,426,0.16,203,365
2,20,1.3242,103.85197,2,300.0,7,2,1212,0.05,203,262
2,20,1.32341,103.85356,2,110.0,3,25,7,0.6,23,56
2,24,1.3037,103.83499,2,350.0,1,56,35,1.68,8,162
4,26,1.3466,103.75154,0,200.0,1,0,2137,1.04,1,365
4,22,1.34641,103.77301,0,35.0,2,0,2137,1.04,1,0
3,3,1.32388,103.92576,0,50.0,1,0,2137,1.04,1,0
4,26,1.34671,103.75859,0,58.0,2,41,86,0.96,1,333
2,20,1.32318,103.85313000000001,2,110.0,2,35,33,1.06,23,57
2,20,1.3229,103.85364,2,110.0,3,25,29,0.67,23,50
2,9,1.30083,103.85202,0,108.0,2,135,9,3.21,8,201
3,3,1.32429,103.93592,0,100.0,1,0,2137,1.04,1,0
2,17,1.29558,103.82665,2,139.0,3,2,1118,0.05,1,0
2,10,1.29306,103.81468000000001,0,56.0,1,0,2137,1.04,1,0
4,26,1.35696,103.75884,2,181.0,5,1,758,0.04,1,0
3,2,1.34132,103.95985,2,235.0,4,13,156,0.33,13,89
2,9,1.30114,103.85378,0,69.0,1,0,2137,1.04,1,0
4,29,1.37811,103.73878,0,49.0,2,11,17,0.27,2,180
4,29,1.4028100000000001,103.75058,0,100.0,1,0,2137,1.04,1,365
3,3,1.31102,103.90988,0,62.0,1,157,18,3.9,2,299
4,8,1.35175,103.69615999999999,0,50.0,3,8,1128,0.19,1,0
2,19,1.32089,103.86437,2,100.0,180,0,2137,1.04,1,365
3,13,1.37883,103.95915,2,208.0,1,0,2137,1.04,1,365
2,20,1.32405,103.85256,2,118.0,3,5,1188,0.12,203,338
2,20,1.3142,103.84297,2,76.0,3,11,1113,0.26,1,0
1,0,1.42855,103.79359000000001,0,40.0,2,17,842,0.43,2,0
2,10,1.3024799999999999,103.80027,0,72.0,1,27,16,0.9,1,353
2,7,1.29914,103.84009,2,290.0,1,1,1243,0.02,1,0
4,26,1.3505,103.75506999999999,0,56.0,1,24,44,0.58,3,334
3,3,1.3364,103.91744,2,331.0,500,13,767,0.32,1,0
2,9,1.3011700000000002,103.86022,0,100.0,1,2,1102,0.05,4,0
4,29,1.39995,103.74972,2,150.0,30,6,853,0.14,2,0
2,12,1.30606,103.91334,0,65.0,1,4,969,0.09,1,0
2,1,1.32361,103.79281999999999,0,99.0,20,19,1092,0.48,1,364
4,8,1.34697,103.72211999999999,1,40.0,1,0,2137,1.04,1,0
2,24,1.29895,103.83824,2,131.0,2,16,39,0.38,28,324
2,7,1.2967899999999999,103.83979000000001,2,140.0,2,39,205,0.96,48,332
2,7,1.2949700000000002,103.83823000000001,2,135.0,2,39,57,0.93,48,332
2,9,1.30316,103.8471,1,35.0,1,0,2137,1.04,1,0
2,7,1.29629,103.83816,0,144.0,1,99,46,2.41,48,327
4,32,1.2999,103.76552,0,69.0,1,0,2137,1.04,2,0
4,8,1.3513600000000001,103.69649,0,60.0,1,0,2137,1.04,1,0
2,5,1.30546,103.83514,0,100.0,1,3,121,0.1,8,364
2,24,1.30325,103.83357,0,100.0,1,5,31,0.16,8,364
2,24,1.3049600000000001,103.83315,0,100.0,1,9,29,0.29,8,356
2,24,1.30419,103.83426,0,151.0,1,6,64,0.24,8,364
2,24,1.3034299999999999,103.83318,0,151.0,1,2,709,0.08,8,365
2,5,1.3056299999999998,103.83491,0,151.0,1,6,55,0.21,8,365
2,20,1.3289600000000001,103.84178,0,56.0,1,0,2137,1.04,1,0
2,6,1.30955,103.90031,0,78.0,1,0,2137,1.04,1,365
2,4,1.29241,103.82779000000001,2,122.0,1,0,2137,1.04,1,0
2,4,1.2824200000000001,103.82974,2,136.0,1,15,24,0.36,26,266
2,21,1.28116,103.85169,2,269.0,11,6,29,0.41,1,334
3,3,1.32978,103.90536,2,150.0,5,0,2137,1.04,1,0
2,12,1.30524,103.88834,2,131.0,3,51,44,1.96,1,311
2,5,1.30542,103.8389,2,160.0,3,87,9,2.09,6,109
3,3,1.3119999999999998,103.91178000000001,0,219.0,1,0,2137,1.04,1,365
3,3,1.3103,103.91325,0,219.0,1,0,2137,1.04,1,365
3,3,1.31161,103.91139,0,219.0,1,0,2137,1.04,1,365
2,20,1.32307,103.84111,0,87.0,30,0,2137,1.04,8,364
2,12,1.3063,103.90294,2,119.0,180,0,2137,1.04,1,362
2,19,1.31331,103.85516,2,125.0,5,8,12,0.24,10,2
2,1,1.32769,103.81104,0,100.0,1,0,2137,1.04,1,0
2,9,1.30221,103.85109,0,104.0,2,77,73,1.87,8,216
2,34,1.34263,103.83768,0,49.0,90,37,389,0.88,1,120
2,15,1.28263,103.84434,1,40.0,1,1,1054,0.03,6,307
2,1,1.3371,103.77431,2,299.0,2,0,2137,1.04,1,0
3,3,1.32528,103.9153,0,199.0,3,2,165,0.28,24,362
2,23,1.29094,103.83665,2,200.0,1,1,1255,0.02,1,0
2,7,1.2951,103.83863000000001,0,87.0,2,72,15,1.75,28,342
3,3,1.32513,103.91463,0,181.0,3,0,2137,1.04,24,333
3,3,1.32551,103.91632,0,169.0,3,1,302,0.1,24,321
2,7,1.2961200000000002,103.83874,2,160.0,2,144,19,3.43,28,303
3,3,1.32761,103.9118,0,50.0,2,0,2137,1.04,1,0
2,10,1.28966,103.80503,2,131.0,6,0,2137,1.04,1,0
2,7,1.295,103.83825,2,119.0,1,40,14,1.23,48,353
2,4,1.2899100000000001,103.8308,0,56.0,3,0,2137,1.04,1,0
2,20,1.32683,103.84697,2,100.0,1,0,2137,1.04,1,0
2,7,1.29502,103.83949,0,90.0,2,36,85,0.86,27,343
2,7,1.29542,103.8382,2,110.0,1,45,21,1.09,27,349
5,16,1.40724,103.89814,2,281.0,1,0,2137,1.04,1,0
2,19,1.31807,103.85163,2,249.0,21,9,602,0.21,3,365
3,3,1.32865,103.90691,2,149.0,90,9,494,0.23,4,87
2,6,1.32792,103.9049,2,231.0,90,9,57,0.22,4,269
2,15,1.28427,103.84271,0,228.0,1,0,2137,1.04,6,304
3,13,1.38045,103.96486999999999,2,189.0,14,17,1144,0.41,1,0
2,10,1.30474,103.78763000000001,2,200.0,3,93,25,2.29,1,144
2,6,1.31216,103.87991,2,169.0,1,209,19,4.99,5,152
2,19,1.32433,103.86437,0,83.0,2,163,7,4.04,2,136
2,10,1.28741,103.80272,0,51.0,90,1,539,0.06,3,0
2,19,1.31525,103.85296,0,237.0,1,0,2137,1.04,1,0
2,6,1.31758,103.89038000000001,0,60.0,7,5,27,0.15,10,349
2,10,1.28271,103.78371,2,135.0,90,5,8,0.22,10,15
2,7,1.2957299999999998,103.83769000000001,0,90.0,1,27,18,0.67,48,348
2,15,1.2819200000000002,103.84399,2,135.0,2,83,15,2.06,12,356
3,3,1.31188,103.90945,2,89.0,3,4,276,0.36,1,0
2,19,1.31487,103.85408000000001,0,69.0,90,24,342,0.58,13,282
2,15,1.2820200000000002,103.8467,2,135.0,2,51,26,1.27,12,322
2,7,1.3035,103.83091,2,319.0,2,18,77,0.47,38,354
2,15,1.28156,103.84572,2,119.0,2,62,84,1.51,12,325
2,20,1.31629,103.84463000000001,2,93.0,90,20,85,0.48,5,261
1,38,1.4285299999999999,103.76756999999999,0,49.0,1,173,15,4.28,4,328
2,6,1.3143799999999999,103.90136,2,100.0,2,0,2137,1.04,1,0
2,19,1.31528,103.85556,0,62.0,90,10,378,0.26,13,360
2,21,1.28052,103.85205,2,237.0,100,0,2137,1.04,1,365
2,4,1.27635,103.83898,0,69.0,1,0,2137,1.04,1,0
4,32,1.29695,103.76518,0,50.0,3,4,1101,0.1,1,0
4,26,1.36599,103.74786999999999,2,290.0,1,0,2137,1.04,1,0
1,0,1.45203,103.78984,0,110.0,1,17,30,0.42,2,337
5,18,1.36246,103.88486999999999,0,43.0,1,141,0,3.51,2,154
5,18,1.36248,103.88486999999999,0,37.0,1,189,0,4.57,2,145
2,20,1.3240299999999998,103.85455,2,96.0,1,0,2137,1.04,1,0
5,16,1.40225,103.90988,0,53.0,2,63,16,1.74,2,352
2,20,1.32705,103.84759,2,268.0,7,3,840,0.1,141,48
2,10,1.2815299999999998,103.78763000000001,0,69.0,15,6,254,0.22,32,362
2,15,1.2810700000000002,103.84063,2,300.0,3,95,28,2.29,9,0
2,4,1.28921,103.8278,0,49.0,3,2,1214,0.05,1,0
2,19,1.30893,103.86199,0,36.0,18,3,376,0.07,112,362
2,19,1.32618,103.86487,0,157.0,1,0,2137,1.04,1,0
3,3,1.31693,103.90737,2,187.0,3,96,9,2.45,1,325
5,18,1.3509200000000001,103.88049000000001,0,28.0,14,4,1059,0.1,2,364
2,10,1.2796399999999999,103.7856,0,58.0,10,6,27,0.17,32,293
3,13,1.37471,103.94718,0,60.0,1,32,977,0.77,1,0
2,20,1.32005,103.84533,2,100.0,4,35,25,0.88,2,213
2,21,1.2813700000000001,103.85203,0,81.0,60,1,695,0.04,41,365
3,3,1.31941,103.90668000000001,2,210.0,3,96,266,2.34,1,0
2,5,1.30256,103.83823000000001,0,99.0,2,3,1185,0.07,1,0
4,26,1.3585200000000002,103.7637,2,110.0,2,10,1045,0.26,1,0
2,10,1.29236,103.76326999999999,2,140.0,1,19,771,0.49,1,0
2,34,1.36142,103.84272,0,44.0,3,2,1178,0.05,1,0
2,4,1.28427,103.82911999999999,0,75.0,1,0,2137,1.04,1,0
2,19,1.30011,103.86118,2,150.0,1,193,14,5.04,2,210
4,22,1.3839700000000001,103.77035,0,69.0,1,0,2137,1.04,1,362
2,15,1.28443,103.84212,0,40.0,90,1,1061,0.03,83,354
3,3,1.3188,103.90803000000001,0,26.0,7,1,1213,0.02,1,0
2,19,1.3113700000000001,103.85738,1,58.0,1,21,9,0.52,18,352
2,15,1.2839,103.84206,0,42.0,90,1,1153,0.03,112,365
2,6,1.3295700000000001,103.90454,2,149.0,4,45,10,1.16,1,346
4,32,1.3184799999999999,103.76018,0,75.0,1,0,2137,1.04,1,0
4,33,1.3471799999999998,103.72881,0,26.0,1,3,1210,0.07,1,0
2,5,1.30172,103.84534000000001,0,65.0,15,0,2137,1.04,1,0
3,3,1.3295299999999999,103.91386,0,56.0,1,25,1095,0.61,1,0
5,31,1.38246,103.89146,2,90.0,365,0,2137,1.04,1,365
5,25,1.37256,103.84784,0,49.0,1,0,2137,1.04,1,0
2,21,1.2806,103.85465,0,139.0,3,26,77,0.64,2,360
4,8,1.3411,103.6852,2,81.0,180,0,2137,1.04,1,0
2,20,1.3211899999999999,103.85123,0,56.0,3,0,2137,1.04,1,0
2,6,1.31292,103.90448,0,75.0,1,4,35,0.12,1,56
2,19,1.31485,103.85516,0,69.0,90,11,325,0.3,13,265
2,1,1.32033,103.7782,0,50.0,90,9,1064,0.22,2,365
2,1,1.31945,103.77812,0,56.0,90,14,773,0.39,2,365
2,12,1.3068600000000001,103.89572,0,69.0,1,2,969,0.06,4,87
4,22,1.37782,103.77384,0,250.0,1,1,1140,0.03,1,358
2,9,1.30006,103.85025,0,65.0,2,0,2137,1.04,1,0
2,15,1.2786,103.84255999999999,2,175.0,20,5,849,0.12,1,0
2,19,1.31416,103.85539,0,69.0,90,7,270,0.17,13,359
2,19,1.3105799999999999,103.8579,1,29.0,1,81,24,2.0,18,357
2,7,1.29938,103.83323,2,299.0,1,0,2137,1.04,1,0
2,19,1.30949,103.85878000000001,1,29.0,1,67,41,1.66,18,360
2,19,1.3091,103.8592,1,29.0,1,8,768,0.21,18,359
2,19,1.31114,103.85727,1,29.0,1,3,877,0.08,18,360
2,19,1.30966,103.8575,1,26.0,1,95,4,2.38,18,344
2,19,1.31051,103.85755,1,29.0,1,23,160,0.57,18,358
2,19,1.31091,103.85759,1,26.0,1,3,750,0.09,18,360
2,19,1.3103,103.85866999999999,1,26.0,1,48,4,1.26,18,341
2,19,1.30892,103.85933,1,26.0,1,134,0,3.35,18,332
2,19,1.3098,103.85803,1,58.0,1,11,135,0.29,18,359
2,19,1.31115,103.85793000000001,1,58.0,1,0,2137,1.04,18,357
2,19,1.3091899999999999,103.85874,1,58.0,1,0,2137,1.04,18,357
2,19,1.3094,103.85710999999999,1,58.0,1,0,2137,1.04,18,358
2,6,1.31623,103.88937,0,40.0,1,1,1198,0.03,1,0
2,17,1.2957,103.82951,0,150.0,1,0,2137,1.04,1,0
2,34,1.3477700000000001,103.84421999999999,2,233.0,180,1,1208,0.02,1,365
2,1,1.31298,103.79012,0,69.0,1,4,164,0.1,32,88
2,19,1.3108899999999999,103.86003000000001,0,78.0,1,6,2,0.29,20,358
2,4,1.28213,103.83126999999999,2,110.0,2,34,35,0.83,26,291
2,19,1.31785,103.8531,0,51.0,2,56,27,1.39,7,127
1,0,1.4290100000000001,103.78468000000001,2,160.0,2,0,2137,1.04,1,0
2,19,1.30466,103.86193,0,110.0,1,214,9,6.87,9,108
5,31,1.38068,103.89771999999999,0,36.0,90,3,977,0.08,2,0
2,15,1.28757,103.84101,1,25.0,1,0,2137,1.04,1,365
2,15,1.2843,103.84435,1,31.0,1,9,76,0.23,13,361
2,15,1.2826,103.84373000000001,0,81.0,2,5,95,0.13,13,352
2,4,1.28416,103.83165,2,275.0,2,126,16,3.13,2,343
2,9,1.31186,103.85458,2,136.0,1,234,17,5.78,16,38
4,29,1.39456,103.75195,0,50.0,1,0,2137,1.04,1,0
3,3,1.3176,103.91365,0,99.0,3,0,2137,1.04,21,239
2,7,1.29985,103.83435,2,150.0,2,4,1143,0.1,1,0
2,15,1.28293,103.84522,0,50.0,3,2,1170,0.05,1,0
2,4,1.28397,103.82636,0,100.0,2,0,2137,1.04,1,0
2,6,1.3121,103.88381,0,56.0,1,19,14,0.48,1,83
2,10,1.28841,103.79418000000001,0,50.0,1,0,2137,1.04,1,0
5,18,1.35065,103.88084,0,28.0,14,2,1000,0.05,2,365
2,12,1.30761,103.89638000000001,0,86.0,1,115,218,2.92,8,32
2,12,1.30656,103.89641,0,56.0,1,175,217,4.31,8,44
2,19,1.3173,103.85358000000001,2,275.0,15,6,775,0.21,1,0
2,6,1.3129899999999999,103.88597,2,90.0,6,30,15,0.78,84,55
2,6,1.31324,103.88672,2,81.0,6,60,24,1.49,84,50
5,25,1.3854,103.84322,0,58.0,1,0,2137,1.04,2,0
2,20,1.32484,103.85537,0,39.0,2,48,463,1.19,1,0
2,17,1.2945799999999998,103.82836999999999,0,110.0,90,64,2,1.62,2,348
2,10,1.29124,103.7739,0,25.0,1,0,2137,1.04,1,0
2,5,1.31536,103.83286,0,32.0,90,0,2137,1.04,11,180
2,5,1.31477,103.83259,0,60.0,90,0,2137,1.04,11,180
2,9,1.30216,103.84699,2,240.0,90,26,916,0.72,1,270
2,9,1.31225,103.85431,2,151.0,1,227,17,5.61,16,103
1,0,1.43424,103.79784000000001,2,165.0,90,16,451,0.4,1,239
2,20,1.3292899999999999,103.84206999999999,0,92.0,3,1,1196,0.03,1,0
5,25,1.36897,103.85509,0,75.0,3,1,1203,0.02,2,178
2,10,1.2801200000000001,103.78676999999999,2,131.0,5,4,378,0.1,10,21
2,1,1.31768,103.77954,0,58.0,3,49,31,1.25,8,313
2,17,1.31195,103.82715999999999,0,150.0,3,0,2137,1.04,1,0
2,10,1.30619,103.78394,0,49.0,1,0,2137,1.04,1,0
5,31,1.37971,103.89766,0,36.0,90,4,917,0.1,2,0
2,9,1.30677,103.85838000000001,0,40.0,6,0,2137,1.04,1,0
4,8,1.34342,103.71467,0,39.0,60,2,244,0.05,2,0
2,34,1.34551,103.85191999999999,0,49.0,90,0,2137,1.04,1,365
4,26,1.36691,103.74656999999999,1,25.0,7,0,2137,1.04,1,0
2,9,1.31276,103.85452,2,135.0,1,184,15,4.57,16,130
2,17,1.31733,103.82764,0,31.0,5,4,456,0.13,1,0
5,18,1.36216,103.87775,0,62.0,90,69,44,1.77,2,180
2,9,1.31266,103.85471,2,139.0,1,201,22,4.99,16,47
2,6,1.3153299999999999,103.88807,0,44.0,1,2,1173,0.05,1,0
2,6,1.31339,103.88747,2,87.0,4,70,17,1.76,84,57
4,26,1.3462,103.7598,0,56.0,2,8,309,0.25,1,334
2,19,1.30884,103.86143,0,40.0,28,1,1167,0.03,112,331
3,3,1.30915,103.91144,0,65.0,1,64,15,1.98,2,316
4,8,1.34392,103.70246999999999,0,44.0,1,0,2137,1.04,1,0
2,10,1.30521,103.7831,0,65.0,5,2,1156,0.05,1,0
2,19,1.30796,103.86323,0,50.0,18,2,731,0.07,83,360
4,29,1.38934,103.74637,0,44.0,30,44,4,1.12,2,305
5,18,1.3636,103.87933000000001,0,65.0,90,44,43,1.16,2,179
2,17,1.32016,103.82547,2,100.0,150,3,276,0.08,5,234
